objectid,filename,format,subject,latitude,longitude,title,date,creator,description,rights,licenseurl,repository,citation,url
UAA-1972-058-176,https://archive.org/download/UAA-1972-058-176/UAA-1972-058-176.jpg,image/jpeg,Athletics,,,"Hockey game, Varsity vs. Saskatchewan",1940,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-176, Hockey game, Varsity vs. Saskatchewan, 1940",https://archive.org/details/UAA-1972-058-176
UAA-1972-058-230,https://archive.org/download/UAA-1972-058-230/UAA-1972-058-230.jpg,image/jpeg,Student Initiation; Student Life,,,Freshman cap,1940,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-230, Freshman cap, 1940",https://archive.org/details/UAA-1972-058-230
UAA-1972-058-246,https://archive.org/download/UAA-1972-058-246/UAA-1972-058-246.jpg,image/jpeg,Athletics,,,"Football, Varsity vs. E.A.C.",1940,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-246, Football, Varsity vs. E.A.C., 1940",https://archive.org/details/UAA-1972-058-246
UAA-1972-058-256,https://archive.org/download/UAA-1972-058-256/UAA-1972-058-256.jpg,image/jpeg,Athletics,,,"Varsity Track Meet, Men's long jump",1940,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-256, Varsity Track Meet, Men's long jump, 1940",https://archive.org/details/UAA-1972-058-256
UAA-1972-058-257,https://archive.org/download/UAA-1972-058-257/UAA-1972-058-257.jpg,image/jpeg,Athletics,,,"Ed Lewis, rugby guard",1940,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-257, Ed Lewis, rugby guard, 1940",https://archive.org/details/UAA-1972-058-257
UAA-1972-058-291,https://archive.org/download/UAA-1972-058-291/UAA-1972-058-291.jpg,image/jpeg,Athletics,,,Crowd at rugby game,1940,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-291, Crowd at rugby game, 1940",https://archive.org/details/UAA-1972-058-291
UAA-1972-058-294,https://archive.org/download/UAA-1972-058-294/UAA-1972-058-294.jpg,image/jpeg,Student Life,,,Students using emergency slide at St. Stephen's College,1940,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-294, Students using emergency slide at St. Stephen's College, 1940",https://archive.org/details/UAA-1972-058-294
UAA-1972-058-302,https://archive.org/download/UAA-1972-058-302/UAA-1972-058-302.jpg,image/jpeg,Student Life,,,Bulletin board,1940,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-302, Bulletin board, 1940",https://archive.org/details/UAA-1972-058-302
UAA-1972-058-320,https://archive.org/download/UAA-1972-058-320/UAA-1972-058-320.jpg,image/jpeg,Parades; Student Life; Vehicles,,,Varsity parade,1940,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-320, Varsity parade, 1940",https://archive.org/details/UAA-1972-058-320
UAA-1972-058-321,https://archive.org/download/UAA-1972-058-321/UAA-1972-058-321.jpg,image/jpeg,Parades; Student Life; Vehicles,,,Varsity parade,1940,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-321, Varsity parade, 1940",https://archive.org/details/UAA-1972-058-321
UAA-1972-058-323,https://archive.org/download/UAA-1972-058-323/UAA-1972-058-323.jpg,image/jpeg,Parades; Student Life; Vehicles,,,Varsity parade,1940,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-323, Varsity parade, 1940",https://archive.org/details/UAA-1972-058-323
UAA-1972-058-343,https://archive.org/download/UAA-1972-058-343/UAA-1972-058-343.jpg,image/jpeg,Events; Student Life,,,Junior Prom,1940,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-343, Junior Prom, 1940",https://archive.org/details/UAA-1972-058-343
UAA-1972-058-499,https://archive.org/download/UAA-1972-058-499/UAA-1972-058-499.jpg,image/jpeg,Military; Parades,,,C.O.T.C. parade drill,1940,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-499, C.O.T.C. parade drill, 1940",https://archive.org/details/UAA-1972-058-499
uaa-1969-097-225.tiff,https://archive.org/download/uaa-1969-097-225.tiff/uaa-1969-097-225.tiff.jpg,image/jpeg,Class Photos,,,Creamery Short Course,1941,University of Alberta Archives,"Creamery Short Course, 1941",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-097-225.tiff, Creamery Short Course, 1941",https://archive.org/details/uaa-1969-097-225.tiff
UAA-1969-097-226,https://archive.org/download/UAA-1969-097-226/UAA-1969-097-226.jpg,image/jpeg,Class Photos; Faculty/Staff,,,"Cheese Short Course, Group Photo",1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-226, Cheese Short Course, Group Photo, 1941",https://archive.org/details/UAA-1969-097-226
UAA-1972-058-1590,https://archive.org/download/UAA-1972-058-1590/UAA-1972-058-1590.jpg,image/jpeg,Buildings,,,Arts Building,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1590, Arts Building, 1941",https://archive.org/details/UAA-1972-058-1590
UAA-1972-058-1591,https://archive.org/download/UAA-1972-058-1591/UAA-1972-058-1591.jpg,image/jpeg,Buildings,,,Arts Building,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1591, Arts Building, 1941",https://archive.org/details/UAA-1972-058-1591
UAA-1972-058-1594,https://archive.org/download/UAA-1972-058-1594/UAA-1972-058-1594.jpg,image/jpeg,Buildings,,,Arts Building,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1594, Arts Building, 1941",https://archive.org/details/UAA-1972-058-1594
UAA-1972-058-1595,https://archive.org/download/UAA-1972-058-1595/UAA-1972-058-1595.jpg,image/jpeg,Buildings,,,Arts Building,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1595, Arts Building, 1941",https://archive.org/details/UAA-1972-058-1595
UAA-1972-058-1596,https://archive.org/download/UAA-1972-058-1596/UAA-1972-058-1596.jpg,image/jpeg,Buildings,,,Arts Building,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1596, Arts Building, 1941",https://archive.org/details/UAA-1972-058-1596
UAA-1972-058-1598,https://archive.org/download/UAA-1972-058-1598/UAA-1972-058-1598.jpg,image/jpeg,Buildings,,,"Arts Building, windows",1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1598, Arts Building, windows, 1941",https://archive.org/details/UAA-1972-058-1598
UAA-1972-058-1606,https://archive.org/download/UAA-1972-058-1606/UAA-1972-058-1606.jpg,image/jpeg,Buildings; Vehicles,,,Arts Building,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1606, Arts Building, 1941",https://archive.org/details/UAA-1972-058-1606
UAA-1972-058-1609,https://archive.org/download/UAA-1972-058-1609/UAA-1972-058-1609.jpg,image/jpeg,Buildings,,,Medical Building,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1609, Medical Building, 1941",https://archive.org/details/UAA-1972-058-1609
UAA-1972-058-1621,https://archive.org/download/UAA-1972-058-1621/UAA-1972-058-1621.jpg,image/jpeg,Buildings; Residences,,,Pembina Hall,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1621, Pembina Hall, 1941",https://archive.org/details/UAA-1972-058-1621
UAA-1972-058-1623,https://archive.org/download/UAA-1972-058-1623/UAA-1972-058-1623.jpg,image/jpeg,Buildings; Residences,,,Athabasca Hall,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1623, Athabasca Hall, 1941",https://archive.org/details/UAA-1972-058-1623
UAA-1972-058-1632,https://archive.org/download/UAA-1972-058-1632/UAA-1972-058-1632.jpg,image/jpeg,Buildings; Residences,,,Assiniboia Hall,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1632, Assiniboia Hall, 1941",https://archive.org/details/UAA-1972-058-1632
UAA-1972-058-1637,https://archive.org/download/UAA-1972-058-1637/UAA-1972-058-1637.jpg,image/jpeg,Buildings,,,St. Stephen's College,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1637, St. Stephen's College, 1941",https://archive.org/details/UAA-1972-058-1637
UAA-1972-058-1650,https://archive.org/download/UAA-1972-058-1650/UAA-1972-058-1650.jpg,image/jpeg,Buildings; Residences,,,St. Joseph's College,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1650, St. Joseph's College, 1941",https://archive.org/details/UAA-1972-058-1650
UAA-1972-058-1665,https://archive.org/download/UAA-1972-058-1665/UAA-1972-058-1665.jpg,image/jpeg,Buildings,,,Organ at Convocation Hall,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1665, Organ at Convocation Hall, 1941",https://archive.org/details/UAA-1972-058-1665
UAA-1972-058-1668,https://archive.org/download/UAA-1972-058-1668/UAA-1972-058-1668.jpg,image/jpeg,Buildings; Residences; Quad,,,"Pembina, Assiniboia and Athabasca Halls",1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1668, Pembina, Assiniboia and Athabasca Halls, 1941",https://archive.org/details/UAA-1972-058-1668
UAA-1972-058-1675,https://archive.org/download/UAA-1972-058-1675/UAA-1972-058-1675.jpg,image/jpeg,Buildings; Vehicles,,,Convocation Hall,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1675, Convocation Hall, 1941",https://archive.org/details/UAA-1972-058-1675
UAA-1972-058-1686,https://archive.org/download/UAA-1972-058-1686/UAA-1972-058-1686.jpg,image/jpeg,Buildings; Residences,,,Pembina Hall,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1686, Pembina Hall, 1941",https://archive.org/details/UAA-1972-058-1686
UAA-1972-058-1687,https://archive.org/download/UAA-1972-058-1687/UAA-1972-058-1687.jpg,image/jpeg,Buildings,,,View of campus,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1687, View of campus, 1941",https://archive.org/details/UAA-1972-058-1687
UAA-1972-058-414,https://archive.org/download/UAA-1972-058-414/UAA-1972-058-414.jpg,image/jpeg,Military,,,"C.O.T.C. inspection by Brig. Harvey, V.C",1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-414, C.O.T.C. inspection by Brig. Harvey, V.C, 1941",https://archive.org/details/UAA-1972-058-414
UAA-1972-058-420,https://archive.org/download/UAA-1972-058-420/UAA-1972-058-420.jpg,image/jpeg,Student Life,,,Phi Kappa Fraternity,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-420, Phi Kappa Fraternity, 1941",https://archive.org/details/UAA-1972-058-420
UAA-1972-058-438,https://archive.org/download/UAA-1972-058-438/UAA-1972-058-438.jpg,image/jpeg,Faculty/Staff; Equipment,,,"Women cleaning and retouching slides, Extension Department",1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-438, Women cleaning and retouching slides, Extension Department, 1941",https://archive.org/details/UAA-1972-058-438
UAA-1972-058-571,https://archive.org/download/UAA-1972-058-571/UAA-1972-058-571.jpg,image/jpeg,Athletics; Women,,,"Doris Danner, javelin throw",1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-571, Doris Danner, javelin throw, 1941",https://archive.org/details/UAA-1972-058-571
UAA-1972-058-573,https://archive.org/download/UAA-1972-058-573/UAA-1972-058-573.jpg,image/jpeg,Military; Women,,,Varsity women in military drill,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-573, Varsity women in military drill, 1941",https://archive.org/details/UAA-1972-058-573
UAA-1972-058-577,https://archive.org/download/UAA-1972-058-577/UAA-1972-058-577.jpg,image/jpeg,Military; Women,,,Varsity girls' military drill instructors,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-577, Varsity girls' military drill instructors, 1941",https://archive.org/details/UAA-1972-058-577
UAA-1972-058-578,https://archive.org/download/UAA-1972-058-578/UAA-1972-058-578.jpg,image/jpeg,Military; Women,,,Varsity girls in military drill,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-578, Varsity girls in military drill, 1941",https://archive.org/details/UAA-1972-058-578
UAA-1972-058-579,https://archive.org/download/UAA-1972-058-579/UAA-1972-058-579.jpg,image/jpeg,Athletics; Faculty/Staff,,,Coaches Fritz and Hays at [football] game,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-579, Coaches Fritz and Hays at [football] game, 1941",https://archive.org/details/UAA-1972-058-579
UAA-1972-058-614,https://archive.org/download/UAA-1972-058-614/UAA-1972-058-614.jpg,image/jpeg,Military,,,C.O.T.C. drill,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-614, C.O.T.C. drill, 1941",https://archive.org/details/UAA-1972-058-614
UAA-1972-058-615,https://archive.org/download/UAA-1972-058-615/UAA-1972-058-615.jpg,image/jpeg,Military,,,C.O.T.C. rifle training,1941,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-615, C.O.T.C. rifle training, 1941",https://archive.org/details/UAA-1972-058-615
UAA-1969-012-006,https://archive.org/download/UAA-1969-012-006/UAA-1969-012-006.jpg,image/jpeg,President,,,President Robert Newton,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-012-006, President Robert Newton, 1942",https://archive.org/details/UAA-1969-012-006
UAA-1969-097-233a,https://archive.org/download/UAA-1969-097-233a/UAA-1969-097-233a.jpg,image/jpeg,Sciences/Engineering; Faculty/Staff; Class Photos,,,Electrical engineering staff and students,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-233a, Electrical engineering staff and students, 1942",https://archive.org/details/UAA-1969-097-233a
UAA-1972-058-1740,https://archive.org/download/UAA-1972-058-1740/UAA-1972-058-1740.jpg,image/jpeg,Events; Arts/Fine Arts,,,U of A Philharmonic,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-1740, U of A Philharmonic, 1942",https://archive.org/details/UAA-1972-058-1740
UAA-1972-058-685,https://archive.org/download/UAA-1972-058-685/UAA-1972-058-685.jpg,image/jpeg,Clubs/Fraternities; Student Life,,,Outdoor Club,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-685, Outdoor Club, 1942",https://archive.org/details/UAA-1972-058-685
UAA-1972-058-689,https://archive.org/download/UAA-1972-058-689/UAA-1972-058-689.jpg,image/jpeg,Events; Student Life,,,Kommerce Klass 1942,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-689, Kommerce Klass 1942, 1942",https://archive.org/details/UAA-1972-058-689
UAA-1972-058-697,https://archive.org/download/UAA-1972-058-697/UAA-1972-058-697.jpg,image/jpeg,Events; Student Life,,,Sadie Daze Dance,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-697, Sadie Daze Dance, 1942",https://archive.org/details/UAA-1972-058-697
UAA-1972-058-713,https://archive.org/download/UAA-1972-058-713/UAA-1972-058-713.jpg,image/jpeg,Military,,,C.O.T.C. Rifle Practice,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-713, C.O.T.C. Rifle Practice, 1942",https://archive.org/details/UAA-1972-058-713
UAA-1972-058-723,https://archive.org/download/UAA-1972-058-723/UAA-1972-058-723.jpg,image/jpeg,Athletics,,,"Interfacility Hockey Champs, Med, Pharm, Dent",1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-723, Interfacility Hockey Champs, Med, Pharm, Dent, 1942",https://archive.org/details/UAA-1972-058-723
UAA-1972-058-758,https://archive.org/download/UAA-1972-058-758/UAA-1972-058-758.jpg,image/jpeg,Athletics; Student Life,,,Boys' Basketball Game Press Table,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-758, Boys' Basketball Game Press Table, 1942",https://archive.org/details/UAA-1972-058-758
UAA-1972-058-766,https://archive.org/download/UAA-1972-058-766/UAA-1972-058-766.jpg,image/jpeg,Athletics; Women,,,Women's Basketball Action Shot,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-766, Women's Basketball Action Shot, 1942",https://archive.org/details/UAA-1972-058-766
UAA-1972-058-767,https://archive.org/download/UAA-1972-058-767/UAA-1972-058-767.jpg,image/jpeg,Athletics,,,"Swimming Team, Group Picture (co-ed)",1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-767, Swimming Team, Group Picture (co-ed), 1942",https://archive.org/details/UAA-1972-058-767
UAA-1972-058-768,https://archive.org/download/UAA-1972-058-768/UAA-1972-058-768.jpg,image/jpeg,Athletics,,,"Swimming Team, Group Picture (co-ed)",1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-768, Swimming Team, Group Picture (co-ed), 1942",https://archive.org/details/UAA-1972-058-768
UAA-1972-058-771,https://archive.org/download/UAA-1972-058-771/UAA-1972-058-771.jpg,image/jpeg,President; Faculty/Staff,,,Dr. and Mrs. Newton,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-771, Dr. and Mrs. Newton, 1942",https://archive.org/details/UAA-1972-058-771
UAA-1972-058-772,https://archive.org/download/UAA-1972-058-772/UAA-1972-058-772.jpg,image/jpeg,President; Faculty/Staff,,,Dr. and Mrs. Newton,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-772, Dr. and Mrs. Newton, 1942",https://archive.org/details/UAA-1972-058-772
UAA-1972-058-773,https://archive.org/download/UAA-1972-058-773/UAA-1972-058-773.jpg,image/jpeg,President; Faculty/Staff,,,Dr. and Mrs. Newton,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-773, Dr. and Mrs. Newton, 1942",https://archive.org/details/UAA-1972-058-773
UAA-1972-058-775,https://archive.org/download/UAA-1972-058-775/UAA-1972-058-775.jpg,image/jpeg,President; Faculty/Staff,,,Dr. and Mrs. Newton,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-775, Dr. and Mrs. Newton, 1942",https://archive.org/details/UAA-1972-058-775
UAA-1972-058-777,https://archive.org/download/UAA-1972-058-777/UAA-1972-058-777.jpg,image/jpeg,Clubs/Fraternities; Student Life; Animals,,,Outdoor Club gathering,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-777, Outdoor Club gathering, 1942",https://archive.org/details/UAA-1972-058-777
UAA-1972-058-781,https://archive.org/download/UAA-1972-058-781/UAA-1972-058-781.jpg,image/jpeg,Athletics,,,Interfacility Rugby Trophy,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-781, Interfacility Rugby Trophy, 1942",https://archive.org/details/UAA-1972-058-781
UAA-1972-058-803,https://archive.org/download/UAA-1972-058-803/UAA-1972-058-803.jpg,image/jpeg,Events; Student Life; Clubs/Fraternities,,,Varsity Dance (The Wuaneita),1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-803, Varsity Dance (The Wuaneita), 1942",https://archive.org/details/UAA-1972-058-803
UAA-1972-058-819,https://archive.org/download/UAA-1972-058-819/UAA-1972-058-819.jpg,image/jpeg,Military; Equipment,,,U of A Navy Training,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-819, U of A Navy Training, 1942",https://archive.org/details/UAA-1972-058-819
UAA-1972-058-825,https://archive.org/download/UAA-1972-058-825/UAA-1972-058-825.jpg,image/jpeg,Student Initiation; Student Life,,,Freshman Orientation,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-825, Freshman Orientation, 1942",https://archive.org/details/UAA-1972-058-825
UAA-1972-058-826,https://archive.org/download/UAA-1972-058-826/UAA-1972-058-826.jpg,image/jpeg,Student Life,,,"Freshette tries on special ""Freshman"" hat",1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-826, Freshette tries on special ""Freshman"" hat, 1942",https://archive.org/details/UAA-1972-058-826
UAA-1972-058-827,https://archive.org/download/UAA-1972-058-827/UAA-1972-058-827.jpg,image/jpeg,Student Life,,,Freshman fills out Students' Union Questionnaire,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-827, Freshman fills out Students' Union Questionnaire, 1942",https://archive.org/details/UAA-1972-058-827
UAA-1972-058-830,https://archive.org/download/UAA-1972-058-830/UAA-1972-058-830.jpg,image/jpeg,Student Life,,,Engineer Freshmen Register,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-830, Engineer Freshmen Register, 1942",https://archive.org/details/UAA-1972-058-830
UAA-1972-058-832,https://archive.org/download/UAA-1972-058-832/UAA-1972-058-832.jpg,image/jpeg,Student Life; Buildings,,,Group of Freshmen on campus tour,1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-832, Group of Freshmen on campus tour, 1942",https://archive.org/details/UAA-1972-058-832
UAA-1972-058-843,https://archive.org/download/UAA-1972-058-843/UAA-1972-058-843.jpg,image/jpeg,Athletics,,,"Rugby, J. Shocter and A. Follett",1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-843, Rugby, J. Shocter and A. Follett, 1942",https://archive.org/details/UAA-1972-058-843
UAA-1972-058-849,https://archive.org/download/UAA-1972-058-849/UAA-1972-058-849.jpg,image/jpeg,Buildings,,,"Arts Building, Convocation Hall, Power plant",1942,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-849, Arts Building, Convocation Hall, Power plant, 1942",https://archive.org/details/UAA-1972-058-849
UAA-1972-058-852,https://archive.org/download/UAA-1972-058-852/UAA-1972-058-852.jpg,image/jpeg,President; Faculty/Staff,,,Dr. Newton in his office,1943,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-852, Dr. Newton in his office, 1943",https://archive.org/details/UAA-1972-058-852
UAA-1972-058-897,https://archive.org/download/UAA-1972-058-897/UAA-1972-058-897.jpg,image/jpeg,Events; Student Life; Arts/Fine Arts,,,Spring Play,1943,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-897, Spring Play, 1943",https://archive.org/details/UAA-1972-058-897
UAA-1972-058-946,https://archive.org/download/UAA-1972-058-946/UAA-1972-058-946.jpg,image/jpeg,Athletics,,,"Interfacility Hockey Game, Arts vs. Science",1943,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-946, Interfacility Hockey Game, Arts vs. Science, 1943",https://archive.org/details/UAA-1972-058-946
UAA-1972-058-961,https://archive.org/download/UAA-1972-058-961/UAA-1972-058-961.jpg,image/jpeg,Military,,,C.O.T.C. Shooting Range,1943,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-961, C.O.T.C. Shooting Range, 1943",https://archive.org/details/UAA-1972-058-961
UAA-1972-058-974,https://archive.org/download/UAA-1972-058-974/UAA-1972-058-974.jpg,image/jpeg,Equipment,,,U of A Telephone and Directory,1943,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1972-058-974, U of A Telephone and Directory, 1943",https://archive.org/details/UAA-1972-058-974
UAA-1969-097-243b,https://archive.org/download/UAA-1969-097-243b/UAA-1969-097-243b.jpg,image/jpeg,Sciences/Engineering; Classroom,,,Engineering students in drafting class,1944,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-243b, Engineering students in drafting class, 1944",https://archive.org/details/UAA-1969-097-243b
UAA-1969-097-245,https://archive.org/download/UAA-1969-097-245/UAA-1969-097-245.jpg,image/jpeg,Class Photos; Women,,,Creamery Short Course,1944,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-097-245, Creamery Short Course, 1944",https://archive.org/details/UAA-1969-097-245
